,title,region,region_name,price_title,property_size,bedrooms,bathrooms,furnishing,boosted,state,price_m2
1046,"4bdrm Duplex in Chevy View Estate, Chevron for sale","Lekki, Chevron",Chevron,450000000.0,285,4,5,Unfurnished,1,Lagos,1578947.0
1047,4bdrm Duplex in Ogba for sale,"Lagos State, Ogba",Ogba,470000000.0,275,4,4,Unfurnished,1,Lagos,1709091.0
1048,"Furnished 4bdrm Bungalow in Orita Obele, Akure for sale","Ondo State, Akure",Akure,45000000.0,1200,4,4,Furnished,1,Ondo,37500.0
1049,"3bdrm Apartment in Private, Kaura for sale","Abuja (FCT), Kaura",Kaura,95000000.0,500,3,6,Unfurnished,1,Abuja,190000.0
1050,"5bdrm Bungalow in New Layout, Rumuokwurusi for sale","Port-Harcourt, Rumuokwurusi",Rumuokwurusi,40000000.0,465,5,6,Unfurnished,1,Rivers,86022.0
1051,Furnished 2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,260000000.0,600,2,2,Furnished,1,Lagos,433333.0
1052,5bdrm Duplex in Lekki Lagos for sale,"Lagos State, Lekki",Lekki,330000000.0,600,5,5,Semi-furnished,1,Lagos,550000.0
1053,3bdrm Apartment in Yaba for sale,"Lagos State, Yaba",Yaba,165000000.0,450,3,3,Unfurnished,1,Lagos,366667.0
1054,3bdrm Bungalow in Ologuneru Ibadan for sale,"Ibadan, Ologuneru",Ologuneru,60000000.0,400,3,4,Unfurnished,1,Oyo,150000.0
1055,3bdrm Apartment in Surulere Lagos for sale,"Lagos State, Surulere",Surulere,120000000.0,450,3,3,Unfurnished,1,Lagos,266667.0
1056,"3bdrm Apartment in Gbadaga Lagos, Gbagada for sale","Lagos State, Gbagada",Gbagada,110000000.0,350,3,3,Unfurnished,1,Lagos,314286.0
1057,4bdrm Duplex in Magodo Phase 1 Lagos for sale,"Lagos State, Magodo",Magodo,480000000.0,450,4,5,Unfurnished,1,Lagos,1066667.0
1058,4bdrm Duplex in Ilupeju Lagos for sale,"Lagos State, Ilupeju",Ilupeju,300000000.0,450,4,5,Unfurnished,1,Lagos,666667.0
1059,"4bdrm Duplex in Goshen -Trust Estate, Karsana for sale","Gwagwa, Karsana",Karsana,104000000.0,350,4,5,Unfurnished,1,Abuja,297143.0
1060,2bdrm Duplex in Goshen -Trust Estate for sale,"Gwagwa, Karsana",Karsana,48000000.0,250,2,2,Unfurnished,1,Abuja,192000.0
1061,3bdrm Duplex in Ajah Lekki Lagos for sale,"Lagos State, Ajah",Ajah,90000000.0,450,3,3,Unfurnished,1,Lagos,200000.0
1062,4bdrm Duplex in Magodo Phase 2 Lagos for sale,"Lagos State, Magodo",Magodo,350000000.0,450,4,5,Semi-furnished,1,Lagos,777778.0
1063,5bdrm Duplex in Ogudu Gra Phase 1 for sale,"Ogudu, Ogudu GRA",Ogudu GRA,450000000.0,450,5,6,Unfurnished,1,Lagos,1000000.0
1064,1bdrm Apartment in Ogba Ikeja Lagos for sale,"Lagos State, Ogba",Ogba,50000000.0,350,1,1,Unfurnished,1,Lagos,142857.0
1065,"Furnished 5bdrm Bungalow in Ore Ofe Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,110000000.0,680,5,5,Furnished,1,Oyo,161765.0
1066,5bdrm Duplex in Ajao Estate for sale,"Isolo, Ajao Estate",Ajao Estate,270000000.0,450,5,5,Unfurnished,1,Lagos,600000.0
1067,"5bdrm Duplex in Anthony Maryland, Ikeja for sale","Lagos State, Ikeja",Ikeja,550000000.0,500,5,5,Unfurnished,1,Lagos,1100000.0
1068,"4bdrm Duplex in Aso, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,180000000.0,500,4,5,Unfurnished,1,Abuja,360000.0
1069,"4bdrm Bungalow in Sars Road, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,130000000.0,730,4,4,Unfurnished,1,Rivers,178082.0
1070,"4bdrm Duplex in Emmiers Real Estate, Lekki for sale","Lagos State, Lekki",Lekki,140000000.0,500,4,3,Semi-furnished,1,Lagos,280000.0
1071,Furnished 4bdrm Duplex in Chevron Estate for sale,"Lekki, Chevron",Chevron,280000000.0,300,4,6,Furnished,1,Lagos,933333.0
1072,"2bdrm Apartment in Salem, Ikate for sale","Lekki, Ikate",Ikate,145000000.0,600,2,2,Unfurnished,1,Lagos,241667.0
1073,Furnished 2bdrm Block of Flats in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,95000000.0,1051,2,2,Furnished,1,Lagos,90390.0
1074,3bdrm Block of Flats in Wuse 2 for sale,"Abuja (FCT), Wuse 2",Wuse 2,220000000.0,250,3,3,Unfurnished,1,Abuja,880000.0
1075,3bdrm Block of Flats in Mabushi for sale,"Abuja (FCT), Mabushi",Mabushi,160000000.0,350,3,3,Unfurnished,1,Abuja,457143.0
1076,"4bdrm Duplex in Paradise Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,170000000.0,280,4,4,Semi-furnished,1,Abuja,607143.0
1077,"4bdrm Duplex in Oba Ile, Akure for sale","Ondo State, Akure",Akure,140000000.0,1500,4,5,Semi-furnished,1,Ondo,93333.0
1078,"3bdrm Block of Flats in Casia Estate, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,220000000.0,667,3,3,Unfurnished,1,Lagos,329835.0
1079,Furnished 3bdrm Block of Flats in Katampe for sale,"Abuja (FCT), Katampe",Katampe,135000000.0,300,3,3,Furnished,1,Abuja,450000.0
1080,"4bdrm Duplex in Lere Adigun Gra, Basorun for sale","Ibadan, Basorun",Basorun,200000000.0,500,4,5,Semi-furnished,1,Oyo,400000.0
1081,Furnished 5bdrm Duplex in Citec/Mbora for sale,"Abuja (FCT), Mbora",Mbora,430000000.0,1000,5,6,Furnished,1,Abuja,430000.0
1082,"4bdrm Duplex in Iko, Ajah for sale","Lagos State, Ajah",Ajah,140000000.0,900,4,5,Semi-furnished,1,Lagos,155556.0
1083,"3bdrm Bungalow in Ijegemo, Ijegun for sale","Ikotun/Igando, Ijegun",Ijegun,17000000.0,324,3,3,Unfurnished,1,Lagos,52469.0
1084,3bdrm Maisonette in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,175000000.0,2000,3,4,Semi-furnished,1,Lagos,87500.0
1085,5bdrm House in Chevron for sale,"Lekki, Chevron",Chevron,430000000.0,350,5,6,Semi-furnished,1,Lagos,1228571.0
1086,"Furnished 4bdrm Duplex in Bodija Gra, Ibadan for sale","Oyo State, Ibadan",Ibadan,180000000.0,560,4,4,Furnished,1,Oyo,321429.0
1087,Furnished 6bdrm Duplex in Sunshine Estate for sale,"Ajah, Canaan Estate",Canaan Estate,210000000.0,400,6,5,Furnished,1,Lagos,525000.0
1088,"4bdrm Duplex in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,140000000.0,300,4,4,Unfurnished,1,Lagos,466667.0
1089,"5bdrm Duplex in Platinum, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,550000000.0,550,5,5,Semi-furnished,1,Abuja,1000000.0
1090,"3bdrm Penthouse in Ikate, Lekki, Lagos for sale","Lekki, Ikate",Ikate,400000000.0,350,3,3,Unfurnished,1,Lagos,1142857.0
1091,"4bdrm Duplex in Ikota, Lekki, Lagos for sale","Lekki, Ikota",Ikota,260000000.0,350,4,5,Unfurnished,1,Lagos,742857.0
1092,"Furnished 2bdrm Apartment in Ologolo, Lekki, for sale","Lekki, Ologolo",Ologolo,170000000.0,300,2,3,Furnished,1,Lagos,566667.0
1093,3bdrm Duplex in Ajah Lagos for sale,"Lagos State, Ajah",Ajah,120000000.0,200,3,4,Unfurnished,1,Lagos,600000.0
1094,"4bdrm Duplex in Sangotedo, Ajah, for sale","Ajah, Sangotedo",Sangotedo,150000000.0,300,4,5,Unfurnished,1,Lagos,500000.0
1095,"5bdrm Duplex in Hosannah Estate, Ago Palace for sale","Isolo, Ago Palace",Ago Palace,260000000.0,600,5,6,Semi-furnished,1,Lagos,433333.0
1096,Furnished 5bdrm Duplex in Agodi Gra for sale,"Ibadan, Agodi",Agodi,550000000.0,500,5,5,Furnished,1,Oyo,1100000.0
1097,"3bdrm Bungalow in Ateere, Kasunmu Road, Akala Express for sale","Ibadan, Akala Express",Akala Express,90000000.0,500,3,3,Semi-furnished,1,Oyo,180000.0
1098,"4bdrm Duplex in Ajah In A Gated, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,140000000.0,250,4,4,Unfurnished,1,Lagos,560000.0
1099,"Furnished 3bdrm Block of Flats in Diamond Estate, Ijede / Ikorodu","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,75000000.0,648,3,4,Furnished,1,Lagos,115741.0
1100,2bdrm Block of Flats in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,40000000.0,2000,2,3,Semi-furnished,1,Abuja,20000.0
1101,5bdrm Duplex in Centinary City Enugu for sale,"Enugu State, Enugu",Enugu,180000000.0,500,5,6,Semi-furnished,1,Enugu,360000.0
1102,"3bdrm Bungalow in Kontogora Quaters, Gwagwalada for sale","Abuja (FCT), Gwagwalada",Gwagwalada,45000000.0,650,3,5,Unfurnished,1,Abuja,69231.0
1103,4bdrm Duplex in Olokonla Ajah for sale,"Ajah, Olokonla",Olokonla,160000000.0,250,4,4,Semi-furnished,1,Lagos,640000.0
1104,"Studio Apartment in Atoyebi Court, Ibadan for sale","Oyo State, Ibadan",Ibadan,12000000.0,450,1,1,Unfurnished,1,Oyo,26667.0
1105,"4bdrm Duplex in Ikolaba, Ibadan for sale","Oyo State, Ibadan",Ibadan,250000000.0,400,4,4,Semi-furnished,1,Oyo,625000.0
1106,10bdrm Duplex in Benin City for sale,"Edo State, Benin City",Benin City,130000000.0,1393,10,15,Unfurnished,1,Edo,93324.0
1107,"1bdrm Apartment in Orchid, Chevron for sale","Lekki, Chevron",Chevron,60000000.0,300,1,1,Unfurnished,1,Lagos,200000.0
1108,"3bdrm Bungalow in Peak Bungalow 3, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,50000000.0,400,3,3,Unfurnished,1,Lagos,125000.0
1109,4bdrm Duplex in Okota for sale,"Isolo, Okota",Okota,280000000.0,800,4,4,Unfurnished,1,Lagos,350000.0
1110,"Furnished 3bdrm Duplex in Unity Estate, Berger for sale","Ojodu, Berger",Berger,120000000.0,300,3,3,Furnished,1,Lagos,400000.0
1111,"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,230000000.0,250,4,4,Semi-furnished,1,Lagos,920000.0
1112,3bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,180000000.0,200,3,3,Semi-furnished,1,Lagos,900000.0
1113,4bdrm Duplex in Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,170000000.0,780,4,4,Unfurnished,1,Lagos,217949.0
1114,"4bdrm Duplex in Lekki County, Ikota for sale","Lekki, Ikota",Ikota,170000000.0,800,4,4,Unfurnished,1,Lagos,212500.0
1115,"3bdrm Bungalow in Hotel Lucia, Makurdi for sale","Benue State, Makurdi",Makurdi,15000000.0,750,3,3,Unfurnished,1,Benue,20000.0
1116,"4bdrm Duplex in Aso Estate, Katampe (Main) for sale","Katampe, Katampe (Main)",Katampe (Main),170000000.0,600,4,5,Semi-furnished,1,Abuja,283333.0
1117,"4bdrm Duplex in Awoyaya, Lekki for sale","Lagos State, Lekki",Lekki,85000000.0,250,4,4,Semi-furnished,1,Lagos,340000.0
1118,"4bdrm Duplex in Sangotedo, Lekki for sale","Lagos State, Lekki",Lekki,300000000.0,300,4,4,Semi-furnished,1,Lagos,1000000.0
1119,Furnished 4bdrm Duplex in Ibadan for sale,"Oyo State, Ibadan",Ibadan,210000000.0,40,4,4,Furnished,1,Oyo,5250000.0
1120,Furnished 4bdrm Duplex in Meiran Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,90000000.0,300,4,4,Furnished,1,Lagos,300000.0
1121,Furnished 5bdrm Duplex in Magodo Phase 2 for sale,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,480000000.0,400,5,5,Furnished,1,Lagos,1200000.0
1122,Furnished 3bdrm Apartment in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,410000000.0,41,3,3,Furnished,1,Lagos,10000000.0
1123,"Furnished 4bdrm Duplex in Igando, Lagos for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,450000000.0,300,4,4,Furnished,1,Lagos,1500000.0
1124,2bdrm Apartment in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,80000000.0,250,2,2,Unfurnished,1,Abuja,320000.0
1125,4bdrm Duplex in Gwarinpa Extension for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,170000000.0,250,4,4,Unfurnished,1,Abuja,680000.0
1126,4bdrm Duplex in Ikota Gra for sale,"Lekki, Ikota",Ikota,85000000.0,250,4,4,Unfurnished,1,Lagos,340000.0
1127,5bdrm Duplex in Chevron Lekki Lagos for sale,"Lagos State, Lekki",Lekki,420000000.0,600,5,5,Unfurnished,1,Lagos,700000.0
1128,"2bdrm Apartment in Agungi, Lekki, Lagos for sale","Lagos State, Lekki",Lekki,100000000.0,800,2,2,Unfurnished,1,Lagos,125000.0
1129,"5bdrm Duplex in Lekki Phase 1 Lekki, for sale","Lekki, Lekki Phase 1",Lekki Phase 1,500000000.0,600,5,5,Unfurnished,1,Lagos,833333.0
1130,"3bdrm Bungalow in Mega Estate, Mogana, Akala Express for sale","Ibadan, Akala Express",Akala Express,70000000.0,1000,3,3,Unfurnished,1,Oyo,70000.0
1131,1bdrm Apartment in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,312000000.0,300,1,1,Unfurnished,1,Lagos,1040000.0
1132,4bdrm Duplex in Palmgroove for sale,"Shomolu, Palmgroove",Palmgroove,300000000.0,300,4,4,Unfurnished,1,Lagos,1000000.0
1133,4bdrm Duplex in Maryland for sale,"Lagos State, Maryland",Maryland,200000000.0,300,4,4,Unfurnished,1,Lagos,666667.0
1134,3bdrm Penthouse in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,300000000.0,300,3,3,Unfurnished,1,Lagos,1000000.0
1135,4bdrm Duplex in Chevron Drive Lekki for sale,"Lagos State, Lekki",Lekki,400000000.0,600,4,4,Unfurnished,1,Lagos,666667.0
1136,3bdrm Duplex in Ogba Ikeja Lagos for sale,"Lagos State, Ikeja",Ikeja,120000000.0,600,3,3,Unfurnished,1,Lagos,200000.0
1137,4bdrm Duplex in Bunkoro for sale,"Gwarinpa, Bunkoro",Bunkoro,250000000.0,500,4,4,Unfurnished,1,Abuja,500000.0
1138,"6bdrm Duplex in Ikate, Lekki for sale","Lekki, Ikate",Ikate,400000000.0,400,6,6,Semi-furnished,1,Lagos,1000000.0
1139,"3bdrm Bungalow in Oribanwa, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,60000000.0,304,3,3,Unfurnished,1,Lagos,197368.0
1140,5bdrm Duplex in Inside Ajah for sale,"Lagos State, Ajah",Ajah,300000000.0,500,5,5,Semi-furnished,1,Lagos,600000.0
1141,4bdrm Duplex in Abijo for sale,"Ibeju, Abijo",Abijo,140000000.0,400,4,4,Semi-furnished,1,Lagos,350000.0
1142,"5bdrm Duplex in Crown Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,180000000.0,700,5,5,Unfurnished,1,Lagos,257143.0
1143,4bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,370000000.0,250,4,4,Unfurnished,1,Abuja,1480000.0
1144,"4bdrm Bungalow in Agara Estate, Akala Express for sale","Ibadan, Akala Express",Akala Express,110000000.0,500,4,4,Semi-furnished,1,Oyo,220000.0
1145,6bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,370000000.0,450,6,6,Unfurnished,1,Abuja,822222.0
1146,3bdrm Apartment in Ikate Lekki for sale,"Lekki, Ikate",Ikate,200000000.0,108,3,3,Unfurnished,1,Lagos,1851852.0
1147,4bdrm Duplex in Olokonla for sale,"Ajah, Olokonla",Olokonla,160000000.0,280,4,4,Unfurnished,1,Lagos,571429.0
1148,5bdrm Penthouse in Oluyole Estate for sale,"Ibadan, Oluyole Estate",Oluyole Estate,465000000.0,450,5,5,Semi-furnished,1,Oyo,1033333.0
1149,Furnished 4bdrm Duplex in Jericho for sale,"Ibadan, Jericho",Jericho,240000000.0,1000,4,4,Furnished,1,Oyo,240000.0
1150,"Furnished 4bdrm Bungalow in Cedar Wood Garden, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,140000000.0,700,4,5,Furnished,1,Rivers,200000.0
1151,"Furnished 6bdrm Duplex in Majesty Estate Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,260000000.0,465,6,7,Furnished,1,Rivers,559140.0
1152,3bdrm Apartment in Life Camp Abuja for sale,"Gwarinpa, Life Camp",Life Camp,97000000.0,500,3,3,Unfurnished,1,Abuja,194000.0
1153,4bdrm Duplex in Opebi Lagos for sale,"Ikeja, Opebi",Opebi,450000000.0,400,4,6,Unfurnished,1,Lagos,1125000.0
1154,"3bdrm Duplex in Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,200000000.0,850,3,3,Semi-furnished,1,Abuja,235294.0
1155,7bdrm Duplex in New Oko Oba for sale,"Agege, New Oko Oba",New Oko Oba,330000000.0,400,7,7,Unfurnished,1,Lagos,825000.0
1156,"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,200000000.0,300,4,4,Unfurnished,1,Lagos,666667.0
1157,"4bdrm Duplex in Kabusa Gardens, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,190000000.0,750,4,4,Unfurnished,1,Abuja,253333.0
1158,"5bdrm Duplex in Opic Estate, Isheri North for sale","Ojodu, Isheri North",Isheri North,250000000.0,450,5,6,Semi-furnished,1,Lagos,555556.0
1159,3bdrm Block of Flats in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,140000000.0,400,3,3,Unfurnished,1,Abuja,350000.0
1160,"3bdrm Duplex in Alagbaka, Akure for sale","Ondo State, Akure",Akure,100000000.0,700,3,4,Semi-furnished,1,Ondo,142857.0
1161,Furnished 4bdrm Duplex in Idimu for sale,"Egbe/Idimu, Isheri / Egbe Idimu",Isheri / Egbe Idimu,130000000.0,600,4,4,Furnished,1,Lagos,216667.0
1162,4bdrm Duplex in In An Estate for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,120000000.0,600,4,5,Semi-furnished,1,Abuja,200000.0
1163,2bdrm Block of Flats in Eyita Ikorodu for sale,"Lagos State, Ikorodu",Ikorodu,80000000.0,600,2,3,Semi-furnished,1,Lagos,133333.0
1164,3bdrm Bungalow in Apo District for sale,"Apo District, Apo Resettlement",Apo Resettlement,100000000.0,750,3,3,Unfurnished,1,Abuja,133333.0
1165,4bdrm Duplex in Lifecamp Main for sale,"Gwarinpa, Life Camp",Life Camp,250000000.0,500,4,5,Unfurnished,1,Abuja,500000.0
1166,Furnished 3bdrm Block of Flats in Wuye District Abuja for sale,"Abuja (FCT), Wuye",Wuye,220000000.0,1000,3,4,Furnished,1,Abuja,220000.0
1167,3bdrm Bungalow in Army Estate Kurudu for sale,"Abuja (FCT), Kurudu",Kurudu,85000000.0,1000,3,4,Unfurnished,1,Abuja,85000.0
1168,"4bdrm Block of Flats in Bako Bus Stop, Apata for sale","Ibadan, Apata",Apata,20000000.0,700,4,4,Unfurnished,1,Oyo,28571.0
1169,"6bdrm Block of Flats in Elewuro Estate, Akobo for sale","Ibadan, Akobo",Akobo,85000000.0,1000,6,7,Unfurnished,1,Oyo,85000.0
1170,2bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,110000000.0,500,2,1,Semi-furnished,1,Lagos,220000.0
1171,4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,200000000.0,350,4,5,Semi-furnished,1,Lagos,571429.0
1172,"3bdrm Bungalow in Peace Estate, Ipaja for sale","Lagos State, Ipaja",Ipaja,68000000.0,400,3,3,Unfurnished,1,Lagos,170000.0
1173,3bdrm Block of Flats in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,50440000.0,150,3,3,Unfurnished,1,Abuja,336267.0
1174,10bdrm Bungalow in Woji for sale,"Port-Harcourt, Woji",Woji,180000000.0,930,10,10,Semi-furnished,1,Rivers,193548.0
1175,"Furnished 4bdrm Duplex in Seagate, Ikate-Elegushi for sale","Lekki, Ikate-Elegushi",Ikate-Elegushi,420000000.0,400,4,5,Furnished,1,Lagos,1050000.0
1176,"5bdrm Duplex in Ikate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,540000000.0,300,5,5,Unfurnished,1,Lagos,1800000.0
1177,"2bdrm Apartment in Lekki Phase 1, for sale","Lekki, Lekki Phase 1",Lekki Phase 1,305000000.0,250,2,2,Unfurnished,1,Lagos,1220000.0
1178,"Furnished 4bdrm Bungalow in Promise Land Est,, Akala Express for sale","Ibadan, Akala Express",Akala Express,85000000.0,400,4,4,Furnished,1,Oyo,212500.0
1179,5bdrm Duplex in Ajah Abraham for sale,"Lagos State, Ajah",Ajah,250000000.0,300,5,5,Unfurnished,1,Lagos,833333.0
1180,Furnished 4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,280000000.0,2000,4,5,Furnished,1,Abuja,140000.0
1181,2bdrm Apartment in Ilasan for sale,"Lekki, Ilasan",Ilasan,150000000.0,100,2,2,Semi-furnished,1,Lagos,1500000.0
1182,4bdrm Duplex in Chief Lateef Oyelade for sale,"Oyo State, Oluyole",Oluyole,260000000.0,450,4,5,Semi-furnished,1,Oyo,577778.0
1183,"Furnished 3bdrm Block of Flats in Ogooluwa Estate, Ijede / Ikorodu","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,55000000.0,652,3,4,Furnished,1,Lagos,84356.0
1184,3bdrm Bungalow in Ita Alamu Ilorin South for sale,"Kwara State, Ilorin South",Ilorin South,8500000.0,350,3,3,Semi-furnished,1,Kwara,24286.0
1185,Furnished 4bdrm Duplex in Ebute for sale,"Ikorodu, Ebute",Ebute,85000000.0,400,4,5,Furnished,1,Lagos,212500.0
1186,"4bdrm Duplex in Ajah, Lekki. Lagos for sale","Lagos State, Ajah",Ajah,180000000.0,210,4,4,Semi-furnished,1,Lagos,857143.0
1187,"4bdrm Bungalow in Island Est,Awotan, Ibadan for sale","Oyo State, Ibadan",Ibadan,33000000.0,500,4,4,Semi-furnished,1,Oyo,66000.0
1188,3bdrm Bungalow in Dei Dei for sale,"Abuja (FCT), Dei-Dei",Dei-Dei,50000000.0,500,3,3,Semi-furnished,1,Abuja,100000.0
1189,"3bdrm Block of Flats in Kajola Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,50000000.0,740,3,2,Unfurnished,1,Oyo,67568.0
1190,3bdrm Bungalow in Eleyele for sale,"Ibadan, Eleyele",Eleyele,60000000.0,400,3,3,Semi-furnished,1,Oyo,150000.0
1191,"3bdrm Block of Flats in Abule Egba, Ipaja for sale","Lagos State, Ipaja",Ipaja,155000000.0,600,3,3,Unfurnished,1,Lagos,258333.0
1192,4bdrm Duplex in Ikota Jra Estate for sale,"Lekki, Ikota",Ikota,165000000.0,300,4,4,Semi-furnished,1,Lagos,550000.0
1193,5bdrm Duplex in Ubern Shelters Life for sale,"Gwarinpa, Life Camp",Life Camp,500000000.0,400,5,5,Unfurnished,1,Abuja,1250000.0
1194,"2bdrm Duplex in Orchid, Chevron for sale","Lekki, Chevron",Chevron,107000000.0,300,2,2,Unfurnished,1,Lagos,356667.0
1195,2bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,100050000.0,78,2,2,Unfurnished,1,Lagos,1282692.0
1196,"5bdrm Duplex in Royal Garden Estate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,550000000.0,630,5,5,Unfurnished,1,Lagos,873016.0
1197,Furnished 4bdrm Duplex in Area 2 for sale,"Garki 1, Area 2",Area 2,270000000.0,300,4,4,Furnished,1,Abuja,900000.0
1198,"Furnished 4bdrm Duplex in Gbakada, Soluyi for sale","Gbagada, Soluyi",Soluyi,280000000.0,300,4,4,Furnished,1,Lagos,933333.0
1199,"Furnished 3bdrm Duplex in Grown Estate, Agidingbi for sale","Ikeja, Agidingbi",Agidingbi,150000000.0,300,3,3,Furnished,1,Lagos,500000.0
1200,"5bdrm Duplex in Micheals, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,150000000.0,465,5,6,Semi-furnished,1,Rivers,322581.0
1201,"4bdrm Duplex in Housing Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,250000000.0,465,4,4,Semi-furnished,1,Rivers,537634.0
1202,"Furnished 5bdrm Duplex in Lekki Country Home, Ikota for sale","Lekki, Ikota",Ikota,420000000.0,500,5,5,Furnished,1,Lagos,840000.0
1203,"4bdrm Duplex in Phase 1, Ikeja for sale","Lagos State, Ikeja",Ikeja,350000000.0,650,4,4,Semi-furnished,1,Lagos,538462.0
1204,"16bdrm Apartment in Bashorun , Ibadan. for sale","Oyo State, Ibadan",Ibadan,50000000.0,500,16,6,Unfurnished,1,Oyo,100000.0
1205,"4bdrm Duplex in Beachwood Estate, Bogije for sale","Ibeju, Bogije",Bogije,150000000.0,250,4,4,Unfurnished,1,Lagos,600000.0
1206,"18bdrm Block of Flats in Felele, Ibadan for sale","Oyo State, Ibadan",Ibadan,90000000.0,926,18,12,Unfurnished,1,Oyo,97192.0
1207,"8bdrm Duplex in Lere Adigun G.R.A, Basorun for sale","Ibadan, Basorun",Basorun,500000000.0,500,8,10,Unfurnished,1,Oyo,1000000.0
1208,"5bdrm Duplex in Ologolo, Lekki for sale","Lagos State, Lekki",Lekki,330000000.0,200,5,5,Semi-furnished,1,Lagos,1650000.0
1209,Furnished 3bdrm Apartment in Pakuro for sale,"Ogun State, Pakuro",Pakuro,75000000.0,60,3,4,Furnished,1,Ogun,1250000.0
1210,"4bdrm Duplex in Abraham Adesanya, Lekki for sale","Lagos State, Lekki",Lekki,155000000.0,300,4,5,Semi-furnished,1,Lagos,516667.0
1211,"3bdrm Bungalow in Johnson Awe, Oluyole Estate for sale","Ibadan, Oluyole Estate",Oluyole Estate,70000000.0,500,3,3,Semi-furnished,1,Oyo,140000.0
1212,"Furnished 4bdrm Duplex in Tiger Estate. 24/7, Ibadan for sale","Oyo State, Ibadan",Ibadan,230000000.0,700,4,7,Furnished,1,Oyo,328571.0
1213,"5bdrm Duplex in Oakland Estate, Ajah for sale","Lagos State, Ajah",Ajah,240000000.0,300,5,5,Semi-furnished,1,Lagos,800000.0
1214,"2bdrm Apartment in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,90000000.0,120,2,2,Semi-furnished,1,Lagos,750000.0
1215,4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,350000000.0,450,4,5,Semi-furnished,1,Lagos,777778.0
1216,1bdrm House in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,55000000.0,650,1,1,Semi-furnished,1,Lagos,84615.0
1217,"2bdrm Block of Flats in Fo1, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,75000000.0,900,2,3,Semi-furnished,1,Abuja,83333.0
1218,"Furnished 2bdrm Duplex in Olowora, Magodo, for sale","Lagos State, Magodo",Magodo,85000000.0,200,2,2,Furnished,1,Lagos,425000.0
