,title,region,region_name,price_title,property_size,bedrooms,bathrooms,furnishing,boosted,state,price_m2
870,"Furnished 4bdrm Duplex in Kolapo Ishola Gra, for sale","Ibadan, Akobo",Akobo,220000000.0,450,4,4,Furnished,1,Oyo,488889.0
871,"4bdrm Duplex in Off Orchid Road, Lekki for sale","Lagos State, Lekki",Lekki,300000000.0,500,4,5,Unfurnished,1,Lagos,600000.0
872,"3bdrm Bungalow in Alpha Grace Estate ,, Idishin for sale","Ibadan, Idishin",Idishin,75000000.0,350,3,3,Semi-furnished,1,Oyo,214286.0
873,"Furnished 18bdrm Block of Flats in Old Oko Oba, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,75000000.0,648,18,18,Furnished,1,Lagos,115741.0
874,"Furnished 3bdrm Bungalow in Prime Property, Benin City for sale","Edo State, Benin City",Benin City,65000000.0,500,3,2,Furnished,1,Edo,130000.0
875,"Furnished 4bdrm Bungalow in Prime Property, Benin City for sale","Edo State, Benin City",Benin City,34000000.0,250,4,2,Furnished,1,Edo,136000.0
876,"3bdrm House in Prime Property, Warri for sale","Delta State, Warri",Warri,15000000.0,200,3,3,Unfurnished,1,Delta,75000.0
877,"Furnished 12bdrm Block of Flats in Local Government, Ado-Odo/Ota","Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,55000000.0,648,12,12,Furnished,1,Ogun,84877.0
878,4bdrm Duplex in Isheri North Opic for sale,"Ojodu, Isheri North",Isheri North,140000000.0,500,4,4,Unfurnished,1,Lagos,280000.0
879,"5bdrm Duplex in Ajah, Lekki. Lagos for sale","Lagos State, Ajah",Ajah,350000000.0,300,5,5,Semi-furnished,1,Lagos,1166667.0
880,"4bdrm Duplex in Idaho, Lekki. Lagos, Idado for sale","Lekki, Idado",Idado,250000000.0,220,4,4,Semi-furnished,1,Lagos,1136364.0
881,"5bdrm Duplex in Chevron Toll Gate, for sale","Lekki, Chevron",Chevron,460000000.0,350,5,5,Semi-furnished,1,Lagos,1314286.0
882,"4bdrm Bungalow in Basorun Housing Est, Ibadan for sale","Oyo State, Ibadan",Ibadan,75000000.0,400,4,4,Semi-furnished,1,Oyo,187500.0
883,4bdrm Duplex in Kubwa for sale,"Abuja (FCT), Kubwa",Kubwa,165000000.0,350,4,7,Semi-furnished,1,Abuja,471429.0
884,7bdrm Block of Flats in Benin City for sale,"Edo State, Benin City",Benin City,45000000.0,929,7,5,Unfurnished,1,Edo,48439.0
885,3bdrm Block of Flats in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,70000000.0,324,3,3,Unfurnished,1,Lagos,216049.0
886,4bdrm Duplex in Agungi for sale,"Lekki, Agungi",Agungi,180000000.0,1200,4,4,Unfurnished,1,Lagos,150000.0
887,3bdrm Duplex in Jakande for sale,"Lekki, Jakande",Jakande,150000000.0,600,3,3,Semi-furnished,1,Lagos,250000.0
888,"Furnished 4bdrm Duplex in Lonex Garden, Isheri North for sale","Ojodu, Isheri North",Isheri North,160000000.0,500,4,4,Furnished,1,Lagos,320000.0
889,"5bdrm Duplex in Basic Estate, Jabi for sale","Abuja (FCT), Jabi",Jabi,250000000.0,600,5,6,Semi-furnished,1,Abuja,416667.0
890,"Furnished 5bdrm Duplex in Chev, Chevron for sale","Lekki, Chevron",Chevron,350000000.0,400,5,5,Furnished,1,Lagos,875000.0
891,"3bdrm Bungalow in Close To Sunnyvale, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,165000000.0,500,3,3,Unfurnished,1,Abuja,330000.0
892,"5bdrm Duplex in Aba Road, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,350000000.0,400,5,5,Semi-furnished,1,Rivers,875000.0
893,6bdrm Bungalow in Agodi Gra for sale,"Ibadan, Agodi",Agodi,65000000.0,1200,6,6,Semi-furnished,1,Oyo,54167.0
894,3bdrm Block of Flats in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,160000000.0,400,3,3,Unfurnished,1,Abuja,400000.0
895,5bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,550000000.0,800,5,5,Unfurnished,1,Abuja,687500.0
896,"4bdrm Duplex in Dantata Estate, for sale","Abuja (FCT), Kubwa",Kubwa,195000000.0,400,4,5,Semi-furnished,1,Abuja,487500.0
897,3bdrm Apartment in Mabushi for sale,"Abuja (FCT), Mabushi",Mabushi,205000000.0,250,3,3,Semi-furnished,1,Abuja,820000.0
898,"2bdrm Apartment in In A Secured Estate, Chevron for sale","Lekki, Chevron",Chevron,75000000.0,100,2,2,Unfurnished,1,Lagos,750000.0
899,"4bdrm Duplex in B&H Estate, Galadimawa for sale","Abuja (FCT), Galadimawa",Galadimawa,304500000.0,300,4,4,Unfurnished,1,Abuja,1015000.0
900,"8bdrm Block of Flats in Majek Abijo, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,100000000.0,500,8,8,Unfurnished,1,Lagos,200000.0
901,"4bdrm Duplex in Sapphire Gardens, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,110000000.0,113,4,4,Unfurnished,1,Lagos,973451.0
902,4bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,125000000.0,400,4,4,Semi-furnished,1,Lagos,312500.0
903,"2bdrm Apartment in Inside Omorire, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,300000000.0,500,2,2,Semi-furnished,1,Lagos,600000.0
904,"4bdrm Duplex in Orchid Road, Lekki Expressway for sale","Lekki, Lekki Expressway",Lekki Expressway,195000000.0,400,4,4,Semi-furnished,1,Lagos,487500.0
905,"3bdrm Block of Flats in Unity Estate Off, Alimosho for sale","Lagos State, Alimosho",Alimosho,200000000.0,650,3,3,Unfurnished,1,Lagos,307692.0
906,"Furnished 2bdrm Block of Flats in Trans Ekulu, Enugu for sale","Enugu State, Enugu",Enugu,130000000.0,450,2,3,Furnished,1,Enugu,288889.0
907,"Furnished 5bdrm Duplex in Behind Diamond, Enugu for sale","Enugu State, Enugu",Enugu,230000000.0,500,5,6,Furnished,1,Enugu,460000.0
908,"Furnished 4bdrm Duplex in Unilag Estate, Alimosho for sale","Lagos State, Alimosho",Alimosho,170000000.0,950,4,4,Furnished,1,Lagos,178947.0
909,"4bdrm Duplex in Gbadaga Lagos, Gbagada for sale","Lagos State, Gbagada",Gbagada,220000000.0,450,4,5,Unfurnished,1,Lagos,488889.0
910,5bdrm Duplex in Ajah Lagos for sale,"Lagos State, Ajah",Ajah,250000000.0,450,5,6,Unfurnished,1,Lagos,555556.0
911,4bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu GRA",Ogudu GRA,450000000.0,500,4,5,Unfurnished,1,Lagos,900000.0
912,4bdrm Duplex in Omole Phase 2 Lagos for sale,"Ikeja, Omole Phase 2",Omole Phase 2,400000000.0,450,4,5,Unfurnished,1,Lagos,888889.0
913,Studio Apartment in Yaba Lagos for sale,"Lagos State, Yaba",Yaba,42000000.0,150,1,2,Unfurnished,1,Lagos,280000.0
914,4bdrm Duplex in Adeniyi Jones Lagos for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,295000000.0,450,4,5,Unfurnished,1,Lagos,655556.0
915,2bdrm Apartment in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,290000000.0,350,2,3,Unfurnished,1,Lagos,828571.0
916,"2bdrm Block of Flats in Fully Detached, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,450000000.0,1500,2,2,Semi-furnished,1,Abuja,300000.0
917,5bdrm Duplex in Lekki County Homes for sale,"Lagos State, Lekki",Lekki,280000000.0,450,5,6,Unfurnished,1,Lagos,622222.0
918,5bdrm Duplex in Akobo Estate Ibadan for sale,"Ibadan, Akobo",Akobo,200000000.0,400,5,6,Semi-furnished,1,Oyo,500000.0
919,"5bdrm Duplex in Yusuf, Ifako-Ijaiye for sale","Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,190000000.0,450,5,6,Semi-furnished,1,Lagos,422222.0
920,"4bdrm Duplex in Off Toyin, Ikeja for sale","Lagos State, Ikeja",Ikeja,250000000.0,250,4,5,Semi-furnished,1,Lagos,1000000.0
921,"3bdrm Duplex in Olowora, Magodo for sale","Lagos State, Magodo",Magodo,145000000.0,350,3,4,Semi-furnished,1,Lagos,414286.0
922,5bdrm Duplex in Durumi for sale,"Abuja (FCT), Durumi",Durumi,300000000.0,600,5,5,Unfurnished,1,Abuja,500000.0
923,5bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,160000000.0,1000,5,5,Unfurnished,1,Abuja,160000.0
924,"5bdrm Duplex in Image Estate, Jahi for sale","Abuja (FCT), Jahi",Jahi,480000000.0,350,5,6,Semi-furnished,1,Abuja,1371429.0
925,"2bdrm Block of Flats in Aco /Amac Housing, FHA for sale","Lugbe District, FHA",FHA,30000000.0,1200,2,3,Unfurnished,1,Abuja,25000.0
926,"3bdrm Bungalow in Goldmind Estate, FHA for sale","Lugbe District, FHA",FHA,65000000.0,750,3,4,Semi-furnished,1,Abuja,86667.0
927,5bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,400000000.0,500,5,6,Semi-furnished,1,Abuja,800000.0
928,"4bdrm Bungalow in Ijeododo Ijegun, Ikotun/Igando for sale","Lagos State, Ikotun/Igando",Ikotun/Igando,39000000.0,400,4,5,Semi-furnished,1,Lagos,97500.0
929,4bdrm Apartment in Alakuko for sale,"Ifako-Ijaiye, Alakuko",Alakuko,25000000.0,330,4,4,Unfurnished,1,Lagos,75758.0
930,5bdrm Duplex in Katampe (Main) for sale,"Katampe, Katampe (Main)",Katampe (Main),280000000.0,450,5,5,Unfurnished,1,Abuja,622222.0
931,6bdrm Duplex in Uzoba for sale,"Port-Harcourt, Uzoba",Uzoba,65000000.0,930,6,6,Semi-furnished,1,Rivers,69892.0
932,4bdrm Duplex in Agungi Lekki for sale,"Lagos State, Lekki",Lekki,180000000.0,500,4,4,Unfurnished,1,Lagos,360000.0
933,4bdrm Duplex in Ikota Lekki Lagos for sale,"Lekki, Ikota",Ikota,140000000.0,200,4,5,Unfurnished,1,Lagos,700000.0
934,2bdrm Duplex in Orchid Road Lekki for sale,"Lagos State, Lekki",Lekki,90000000.0,200,2,3,Unfurnished,1,Lagos,450000.0
935,3bdrm Duplex in Ikota Lekki for sale,"Lekki, Ikota",Ikota,140000000.0,200,3,4,Unfurnished,1,Lagos,700000.0
936,4bdrm Duplex in Mende Maryland for sale,"Lagos State, Maryland",Maryland,450000000.0,400,4,4,Unfurnished,1,Lagos,1125000.0
937,Furnished 5bdrm Duplex in Oluyole for sale,"Oyo State, Oluyole",Oluyole,385000000.0,500,5,5,Furnished,1,Oyo,770000.0
938,"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","Ibadan, Akobo",Akobo,250000000.0,400,4,4,Furnished,1,Oyo,625000.0
939,3bdrm Bungalow in Abraham Adesanya for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,120000000.0,450,3,4,Unfurnished,1,Lagos,266667.0
940,"5bdrm Duplex in Ajah By Blenco In A, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,200000000.0,300,5,5,Unfurnished,1,Lagos,666667.0
941,"4bdrm Duplex in Access Code Entry, Ado / Ajah for sale","Ajah, Ado / Ajah",Ado / Ajah,155000000.0,250,4,4,Unfurnished,1,Lagos,620000.0
942,"5bdrm Duplex in Brown Gate, Oluyole for sale","Oyo State, Oluyole",Oluyole,250000000.0,600,5,6,Semi-furnished,1,Oyo,416667.0
943,"Furnished 2bdrm Block of Flats in Wiltop Omitoro, Ijede / Ikorodu","Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,50000000.0,324,2,3,Furnished,1,Lagos,154321.0
944,"4bdrm House in Arowojobe, Maryland for sale","Lagos State, Maryland",Maryland,270000000.0,300,4,4,Unfurnished,1,Lagos,900000.0
945,4bdrm Duplex in Ajah Lekki Lagos for sale,"Ajah, Ado / Ajah",Ado / Ajah,145000000.0,500,4,4,Unfurnished,1,Lagos,290000.0
946,3bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,140000000.0,200,3,3,Unfurnished,1,Lagos,700000.0
947,1bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,100000000.0,200,1,1,Unfurnished,1,Lagos,500000.0
948,"4bdrm Duplex in Alpha Beach Road, Chevron for sale","Lekki, Chevron",Chevron,190000000.0,220,4,4,Unfurnished,1,Lagos,863636.0
949,3bdrm Block of Flats in Okota for sale,"Isolo, Okota",Okota,300000000.0,600,3,3,Unfurnished,1,Lagos,500000.0
950,"Furnished 5bdrm Duplex in Moses Courts, Berger for sale","Ojodu, Berger",Berger,210000000.0,500,5,5,Furnished,1,Lagos,420000.0
951,"Furnished 4bdrm Duplex in Water Front Estate, GRA Phase 1 for sale","Magodo, GRA Phase 1",GRA Phase 1,350000000.0,600,4,4,Furnished,1,Lagos,583333.0
952,4bdrm Maisonette in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,500000000.0,250,4,4,Semi-furnished,1,Lagos,2000000.0
953,"3bdrm Apartment in Jupiter Estate, Kado for sale","Abuja (FCT), Kado",Kado,200000000.0,250,3,3,Unfurnished,1,Abuja,800000.0
954,5bdrm Duplex in Abijo Gra for sale,"Ibeju, Abijo",Abijo,155000000.0,400,5,5,Semi-furnished,1,Lagos,387500.0
955,"4bdrm Duplex in Coza Estate, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,550000000.0,800,4,5,Semi-furnished,1,Abuja,687500.0
956,"5bdrm Duplex in Lekky County, Lekki for sale","Lagos State, Lekki",Lekki,520000000.0,300,5,5,Semi-furnished,1,Lagos,1733333.0
957,"4bdrm Duplex in Osapa London, Lekki for sale","Lagos State, Lekki",Lekki,380000000.0,300,4,4,Semi-furnished,1,Lagos,1266667.0
958,"4bdrm Duplex in 2Nd Toll Gate, Lekki Phase 2 for sale","Lekki, Lekki Phase 2",Lekki Phase 2,170000000.0,10,4,4,Unfurnished,1,Lagos,17000000.0
959,5bdrm Duplex in Magodo for sale,"Lagos State, Magodo",Magodo,380000000.0,300,5,5,Unfurnished,1,Lagos,1266667.0
960,2bdrm Maisonette in Lekki for sale,"Lagos State, Lekki",Lekki,180000000.0,200,2,2,Unfurnished,1,Lagos,900000.0
961,"5bdrm Duplex in Ministers Quaters, Mabushi for sale","Abuja (FCT), Mabushi",Mabushi,550000000.0,400,5,6,Unfurnished,1,Abuja,1375000.0
962,5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,320000000.0,200,5,5,Unfurnished,1,Lagos,1600000.0
963,3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,100000000.0,300,3,3,Unfurnished,1,Lagos,333333.0
964,"2bdrm Block of Flats in Gated, Lekki for sale","Lagos State, Lekki",Lekki,170000000.0,600,2,2,Unfurnished,1,Lagos,283333.0
965,4bdrm Duplex in Inside Ajah for sale,"Lagos State, Ajah",Ajah,150000000.0,400,4,4,Semi-furnished,1,Lagos,375000.0
966,"Furnished 2bdrm Apartment in Freedom Way, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,384000000.0,400,2,2,Furnished,1,Lagos,960000.0
967,4bdrm Duplex in Inside Ologolo for sale,"Lekki, Ologolo",Ologolo,290000000.0,400,4,4,Semi-furnished,1,Lagos,725000.0
968,3bdrm Duplex in In Ikota for sale,"Lekki, Ikota",Ikota,120000000.0,400,3,3,Semi-furnished,1,Lagos,300000.0
969,4bdrm Duplex in Inside Thomas Estate for sale,"Ajah, Thomas Estate",Thomas Estate,110000000.0,400,4,4,Semi-furnished,1,Lagos,275000.0
970,"3bdrm Apartment in Chevy View Estate, Chevron for sale","Lekki, Chevron",Chevron,145000000.0,400,3,3,Unfurnished,1,Lagos,362500.0
971,"4bdrm Duplex in F01, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,165000000.0,400,4,4,Unfurnished,1,Abuja,412500.0
972,"4bdrm Duplex in Anthony, Maryland for sale","Lagos State, Maryland",Maryland,220000000.0,500,4,4,Semi-furnished,1,Lagos,440000.0
973,"5bdrm Duplex in Royal Garden Estate, Ajah for sale","Lagos State, Ajah",Ajah,550000000.0,500,5,5,Semi-furnished,1,Lagos,1100000.0
974,5bdrm Duplex in Adeniyi Jones Lagos for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,450000000.0,450,5,6,Unfurnished,1,Lagos,1000000.0
975,3bdrm Apartment in Orchid Road for sale,"Lagos State, Lekki",Lekki,80000000.0,450,3,3,Unfurnished,1,Lagos,177778.0
976,4bdrm Duplex in Freedom Way Lekki for sale,"Lagos State, Lekki",Lekki,340000000.0,450,4,4,Unfurnished,1,Lagos,755556.0
977,Furnished 3bdrm Apartment in Shonibare Maryland for sale,"Lagos State, Maryland",Maryland,390000000.0,450,3,3,Furnished,1,Lagos,866667.0
978,4bdrm Duplex in Oko Oba Agege Lagos for sale,"Agege, Oko-Oba",Oko-Oba,260000000.0,450,4,5,Unfurnished,1,Lagos,577778.0
979,3bdrm Apartment in Ipaja for sale,"Lagos State, Ipaja",Ipaja,65000000.0,350,3,3,Unfurnished,1,Lagos,185714.0
980,4bdrm Duplex in Magodo Isheri for sale,"Ojodu, Magodo Isheri",Magodo Isheri,200000000.0,500,4,5,Unfurnished,1,Lagos,400000.0
981,"2bdrm Apartment in Private Estate, Lekki for sale","Lagos State, Lekki",Lekki,100000000.0,630,2,2,Unfurnished,1,Lagos,158730.0
982,"4bdrm Duplex in Ochid, Lekki for sale","Lagos State, Lekki",Lekki,200000000.0,480,4,4,Unfurnished,1,Lagos,416667.0
983,"6bdrm Duplex in Efab Metro Polis, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,435000000.0,700,6,6,Semi-furnished,1,Abuja,621429.0
984,"4bdrm Duplex in Ikota, Lagos Island / Lagos Island for sale","Lagos Island (Eko), Lagos Island / Lagos Island",Lagos Island / Lagos Island,200000000.0,650,4,4,Unfurnished,1,Lagos,307692.0
985,"4bdrm Penthouse in Stable City, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,90000000.0,500,4,4,Unfurnished,1,Abuja,180000.0
986,Furnished 3bdrm Duplex in Wuse 2 for sale,"Abuja (FCT), Wuse 2",Wuse 2,550000000.0,800,3,3,Furnished,1,Abuja,687500.0
987,"1bdrm Duplex in Kudoro, Kosofe / Kosofe for sale","Kosofe, Kosofe / Kosofe",Kosofe / Kosofe,47000000.0,350,1,1,Unfurnished,1,Lagos,134286.0
988,"4bdrm Duplex in Ocean Breeze Estate, Ologolo for sale","Lekki, Ologolo",Ologolo,230000000.0,600,4,4,Semi-furnished,1,Lagos,383333.0
989,"3bdrm Apartment in Olaleye New Town, Surulere for sale","Lagos State, Surulere",Surulere,160000000.0,100,3,4,Unfurnished,1,Lagos,1600000.0
990,4bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,550000000.0,500,4,4,Unfurnished,1,Lagos,1100000.0
991,3bdrm Block of Flats in In An Estate In for sale,"Gwarinpa, Life Camp",Life Camp,105000000.0,600,3,4,Semi-furnished,1,Abuja,175000.0
992,4bdrm Duplex in Guzape Abuja for sale,"Abuja (FCT), Guzape District",Guzape District,350000000.0,400,4,5,Semi-furnished,1,Abuja,875000.0
993,4bdrm Duplex in In An Estate Close for sale,"Gwarinpa, Life Camp",Life Camp,350000000.0,500,4,5,Semi-furnished,1,Abuja,700000.0
994,"4bdrm Duplex in Gwarinpa, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,270000000.0,600,4,4,Unfurnished,1,Abuja,450000.0
995,1bdrm Block of Flats in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,45000000.0,1000,1,1,Unfurnished,1,Abuja,45000.0
996,2bdrm House in Kabusa Garden for sale,"Abuja (FCT), Dakwo District",Dakwo District,70000000.0,1000,2,3,Unfurnished,1,Abuja,70000.0
997,1bdrm Duplex in Ligali Ayorinde for sale,"Victoria Island, Ligali Ayorinde",Ligali Ayorinde,185000000.0,500,1,1,Semi-furnished,1,Lagos,370000.0
998,"6bdrm House in Cowrie Creek, Ikate for sale","Lekki, Ikate",Ikate,500000000.0,350,6,7,Semi-furnished,1,Lagos,1428571.0
999,"5bdrm House in Hamton Lake, Chevron for sale","Lekki, Chevron",Chevron,400000000.0,300,5,7,Semi-furnished,1,Lagos,1333333.0
1000,4bdrm Bungalow in Ayobo for sale,"Ipaja, Ayobo",Ayobo,35000000.0,600,4,4,Unfurnished,1,Lagos,58333.0
1001,5bdrm Duplex in Omole Phase1 Gra for sale,"Ikeja, Omole Phase 1",Omole Phase 1,480000000.0,350,5,5,Semi-furnished,1,Lagos,1371429.0
1002,4bdrm Duplex in Rumuodara for sale,"Port-Harcourt, Rumuodara",Rumuodara,130000000.0,465,4,4,Semi-furnished,1,Rivers,279570.0
1003,"2bdrm Apartment in Chevron, Lekki, for sale","Lekki, Chevron",Chevron,95000000.0,300,2,2,Unfurnished,1,Lagos,316667.0
1004,6bdrm Duplex in Chevron Lekki for sale,"Lagos State, Lekki",Lekki,430000000.0,300,6,6,Unfurnished,1,Lagos,1433333.0
1005,"4bdrm Bungalow in Aba Odan, Alakia for sale","Ibadan, Alakia",Alakia,21000000.0,500,4,3,Unfurnished,1,Oyo,42000.0
1006,"Furnished 5bdrm Duplex in Ire Akari, Akala Express for sale","Ibadan, Akala Express",Akala Express,140000000.0,400,5,5,Furnished,1,Oyo,350000.0
1007,5bdrm Duplex in Abijo Axis Ajah for sale,"Lagos State, Ajah",Ajah,150000000.0,350,5,5,Unfurnished,1,Lagos,428571.0
1008,4bdrm Duplex in Aare Bodija for sale,"Ibadan, Bodija",Bodija,170000000.0,450,4,5,Semi-furnished,1,Oyo,377778.0
1009,3bdrm Duplex in Moore Plantation Gra for sale,"Oyo State, Oluyole",Oluyole,125000000.0,350,3,4,Semi-furnished,1,Oyo,357143.0
1010,Furnished 2bdrm Block of Flats in Wuye for sale,"Abuja (FCT), Wuye",Wuye,180000000.0,250,2,3,Furnished,1,Abuja,720000.0
1011,"9bdrm Block of Flats in Oke Abiye, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,58000000.0,648,9,9,Semi-furnished,1,Lagos,89506.0
1012,"Furnished 3bdrm Bungalow in Iyana Odo, Abule Egba for sale","Lagos State, Abule Egba",Abule Egba,55000000.0,400,3,4,Furnished,1,Lagos,137500.0
1013,Furnished 4bdrm Duplex in Private Estate Ajah for sale,"Lagos State, Ajah",Ajah,130000000.0,800,4,4,Furnished,1,Lagos,162500.0
1014,"2bdrm Block of Flats in Hakeem Ojaleye, Ifako-Ijaiye for sale","Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,60000000.0,600,2,3,Semi-furnished,1,Lagos,100000.0
1015,"3bdrm Bungalow in Ahoyaya Estate, Jericho for sale","Ibadan, Jericho",Jericho,72000000.0,400,3,5,Semi-furnished,1,Oyo,180000.0
1016,5bdrm House in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,270000000.0,500,5,5,Unfurnished,1,Lagos,540000.0
1017,5bdrm Duplex in Chevron Lekki. Lagos for sale,"Lekki, Chevron",Chevron,450000000.0,350,5,5,Semi-furnished,1,Lagos,1285714.0
1018,"2bdrm Apartment in Sangotedo, Lekki. for sale","Ajah, Sangotedo",Sangotedo,75000000.0,200,2,2,Semi-furnished,1,Lagos,375000.0
1019,Furnished 5bdrm Duplex in Benin City for sale,"Edo State, Benin City",Benin City,120000000.0,557,5,5,Furnished,1,Edo,215440.0
1020,"5bdrm Duplex in Mende, Maryland for sale","Lagos State, Maryland",Maryland,450000000.0,600,5,5,Unfurnished,1,Lagos,750000.0
1021,6bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,390000000.0,400,6,6,Unfurnished,1,Lagos,975000.0
1022,4bdrm Duplex in Ogombo for sale,"Ajah, Ogombo",Ogombo,135000000.0,1000,4,4,Unfurnished,1,Lagos,135000.0
1023,"4bdrm Block of Flats in Graceland Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,90000000.0,1500,4,4,Semi-furnished,1,Oyo,60000.0
1024,Furnished 5bdrm Duplex in Magodo G R A Phase 2 for sale,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,450000000.0,550,5,5,Furnished,1,Lagos,818182.0
1025,4bdrm House in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,450000000.0,370,4,4,Semi-furnished,1,Lagos,1216216.0
1026,"Furnished 1bdrm Block of Flats in Eyita, Ikorodu for sale","Lagos State, Ikorodu",Ikorodu,75000000.0,600,1,1,Furnished,1,Lagos,125000.0
1027,"4bdrm Duplex in Harris Drive, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,250000000.0,300,4,5,Semi-furnished,1,Lagos,833333.0
1028,"Furnished 5bdrm Duplex in Kolapo Ishola, Akobo for sale","Ibadan, Akobo",Akobo,380000000.0,550,5,5,Furnished,1,Oyo,690909.0
1029,"4bdrm Duplex in Orchid Road, Lekki for sale","Lagos State, Lekki",Lekki,220000000.0,250,4,4,Semi-furnished,1,Lagos,880000.0
1030,"5bdrm Bungalow in Akobo, Ibadan for sale","Oyo State, Ibadan",Ibadan,24850000.0,500,5,3,Semi-furnished,1,Oyo,49700.0
1031,Furnished 4bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,200000000.0,500,4,4,Furnished,1,Lagos,400000.0
1032,Furnished 3bdrm Duplex in Shasha Orisunbare for sale,"Alimosho, Shasha",Shasha,185000000.0,200,3,3,Furnished,1,Lagos,925000.0
1033,Furnished 4bdrm Duplex in Ebute Metta for sale,"Yaba, Ebute Metta",Ebute Metta,270000000.0,300,4,4,Furnished,1,Lagos,900000.0
1034,3bdrm Apartment in Lfecamp for sale,"Gwarinpa, Life Camp",Life Camp,100000000.0,250,3,3,Unfurnished,1,Abuja,400000.0
1035,3bdrm Bungalow in Epe for sale,"Lagos State, Epe",Epe,75000000.0,500,3,3,Semi-furnished,1,Lagos,150000.0
1036,"3bdrm Bungalow in Efab Queens Estate, for sale","Gwagwa, Karsana",Karsana,190000000.0,500,3,3,Semi-furnished,1,Abuja,380000.0
1037,1bdrm Apartment in Wuye for sale,"Abuja (FCT), Wuye",Wuye,70000000.0,150,1,1,Semi-furnished,1,Abuja,466667.0
1038,Furnished 3bdrm Apartment in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,136000000.0,200,3,3,Furnished,1,Abuja,680000.0
1039,3bdrm Apartment in Durumi for sale,"Abuja (FCT), Durumi",Durumi,90000000.0,250,3,3,Semi-furnished,1,Abuja,360000.0
1040,4bdrm Penthouse in Ikate for sale,"Lekki, Ikate",Ikate,320000000.0,200,4,4,Unfurnished,1,Lagos,1600000.0
1041,4bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,350000000.0,300,4,4,Unfurnished,1,Lagos,1166667.0
1042,Furnished 4bdrm Duplex in Lekki Gardens Phase for sale,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,120000000.0,650,4,4,Furnished,1,Lagos,184615.0
1043,"4bdrm Duplex in Illasan, Ilasan for sale","Lekki, Ilasan",Ilasan,350000000.0,300,4,4,Semi-furnished,1,Lagos,1166667.0
1044,"12bdrm Block of Flats in Ocean Palm View, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,275000000.0,683,12,12,Unfurnished,1,Lagos,402635.0
1045,Furnished Mini Flat in Inside Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,380000000.0,250,1,1,Furnished,1,Lagos,1520000.0
